# Official SEC N-PORT invstOrSec extract for SPSK accession 0002000324-26-003239 as-of 2026-05-31
# columns: name lei title cusip isin maturityDt pctVal valUSD curCd issuerCat assetCat invCountry
SIB Sukuk Co III Ltd	N/A	SIB Sukuk Co III Ltd	N/A	XS3220972478	2030-11-12	0.2843400841666321	1509346.58	USD	CORP	DBT	KY
SNB Sukuk Ltd	N/A	SNB Sukuk Ltd	N/A	XS2747631914	2029-02-27	0.47630894371185123	2528364.15	USD	CORP	DBT	KY
SRC Sukuk Ltd	N/A	SRC Sukuk Ltd	N/A	XS3010536061	2028-02-27	0.5436815629587434	2885994.46	USD	CORP	DBT	KY
SRC Sukuk Ltd	N/A	SRC Sukuk Ltd	N/A	XS3010536145	2035-02-27	0.5655497019073088	3002075.88	USD	CORP	DBT	KY
SRC Sukuk Ltd	N/A	SRC Sukuk Ltd	N/A	XS3194910314	2029-04-02	0.8320867276887705	4416919.48	USD	CORP	DBT	KY
SRC Sukuk Ltd	N/A	SRC Sukuk Ltd	N/A	XS3194913763	2035-10-02	0.5297920077072688	2812265.31	USD	CORP	DBT	KY
STC Sukuk Co II Ltd	N/A	STC Sukuk Co II Ltd	N/A	XS3263996632	2031-01-15	0.39808049366820747	2113108.44	USD	CORP	DBT	KY
STC Sukuk Co II Ltd	N/A	STC Sukuk Co II Ltd	N/A	XS3263996715	2036-01-15	0.6866345042278655	3644823.57	USD	CORP	DBT	KY
STC Sukuk Co Ltd	N/A	STC Sukuk Co Ltd	G7734TAB3	XS1992985694	2029-05-13	0.6987330491595087	3709045.6	USD	CORP	DBT	KY
Suci Second Investment Co	N/A	Suci Second Investment Co	N/A	XS2706163131	2028-10-25	1.280497691082028	6797194.34	USD	CORP	DBT	KY
Suci Second Investment Co	N/A	Suci Second Investment Co	N/A	XS2706163305	2033-10-25	0.7490375159357745	3976073.99	USD	CORP	DBT	KY
Suci Second Investment Co	N/A	Suci Second Investment Co	N/A	XS2777443768	2031-03-05	1.1360440501805669	6030399.15	USD	CORP	DBT	KY
Suci Second Investment Co	N/A	Suci Second Investment Co	N/A	XS2898168799	2027-09-10	0.8425962801384315	4472706.75	USD	CORP	DBT	KY
Suci Second Investment Co	N/A	Suci Second Investment Co	N/A	XS3049815122	2032-05-08	0.7060951370953438	3748125.36	USD	CORP	DBT	SA
Suci Second Investment Co	N/A	Suci Second Investment Co	N/A	XS3281731821	2036-01-28	1.1222180281789471	5957007.25	USD	CORP	DBT	KY
TMS Issuer Sarl	N/A	TMS Issuer Sarl	N/A	XS2568343672	2032-08-23	0.8665186595764063	4599692.58	USD	CORP	DBT	LU
TNB Global Ventures Capital Bhd	N/A	TNB Global Ventures Capital Bhd	Y8850AAB0	XS1897339096	2028-11-01	0.41820482434611495	2219933.3	USD	CORP	DBT	MY
Warba Sukuk Ltd	N/A	Warba Sukuk Ltd	N/A	XS2855515875	2029-07-10	0.27626435346795386	1466478.63	USD	CORP	DBT	KY
